requirement_id,outcome,release_slice,work_item,design_ref,code_ref,test_ref,harness_gate,evidence_ref,status,owner
"FR-030","异常影响传播: 系统必须把车辆、司机、路线、停靠点、订单、客户 SLA 和后续任务组成影响图；异常发生时列出受影响对象、最晚补救时间和责任人。","V1-A","US-028","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-071","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-031","履约凭证与结案: 系统必须接收签收、异常签收、照片、回单和客户确认，校验订单履约条件并将未满足项转为待处理工作，不得静默标记完成。","V1-A","US-029","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-072","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-032","运力池与班次计划: 系统必须按组织、车型、载重、能源、司机资格、班次和维护占用展示可用运力，支持未来日期和临时运力锁定。","V1-A","US-031","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-074","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-033","候选匹配与约束解释: 系统必须为订单或运输段提供人车候选，解释容量、时窗、资格、位置、工时和冲突约束；候选建议与阻塞原因分开呈现。","V1-A","US-032","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-075;TEST-076","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-034","What-if 场景: 用户必须能够复制计划并比较准时率、空驶、里程、成本、加班、风险和客户影响；场景计算不能直接写入生产派车。","V1-A","US-033","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-077","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-035","派车批处理: 系统必须支持按班次、区域或订单批量生成派车草稿，逐项显示冲突和可撤销性，确认后才通过本地服务同步 G7。","V1-A","US-034","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-078;TEST-079","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-036","运力预警: 系统必须提前识别未来班次的运力缺口、维护占用、司机工时风险和高峰拥堵，并生成补运、改约或客户沟通建议。","V1-A","US-035","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-080","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-037","客户 SLA 与承诺: 系统必须保存客户 SLA、承诺模板、通知渠道、联系人和升级规则，并将订单风险映射到具体承诺。","V1.5","US-037","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-082","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-038","协同消息工作流: 系统必须从异常或计划变化生成带证据的客户/承运商通知草稿，支持审阅、发送、撤回状态和沟通时间线。","V1.5","US-038","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-083;TEST-084","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-039","索赔与服务案件: 系统必须支持从订单、凭证、事件和沟通创建服务案件，记录责任、金额、材料、时限、处理阶段和复核结果。","V1.5","US-039","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-085","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-040","费用采集与匹配: 系统必须接收运费、油费、路桥费、停车、装卸和附加费，按订单、运输段、车辆和供应商匹配并保留来源凭证。","V1.5","US-040","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-086","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-041","结算对账: 系统必须比较合同费率、实际履约、外部账单和已付款记录，标出差异、重复、缺凭证和需审批金额，不自动篡改财务原账。","V1.5","US-041","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-087;TEST-088","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-042","客户服务摘要: 系统必须生成按客户、线路和时间窗聚合的准时率、异常、沟通、索赔和费用摘要，并提供证据链接。","V1.5","US-042","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-089","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-043","Playbook 编排: 管理员必须能以事件、时间、规则或人工命令为触发器，编排查询、判断、通知、草稿、审批、写入和回读步骤。","V1.5","US-043","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-090","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-044","自动化版本与发布: Playbook 必须有草稿、测试、发布、暂停、回滚和版本差异，发布前显示权限、风险、预算和影响范围。","V1.5","US-044","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-091;TEST-092","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-045","运行历史与重放: 系统必须保存每次自动化运行的输入、Context Pack、工具、审批、输出、错误和成本，支持脱离生产数据的安全重放。","V1.5","US-045","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-093","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-046","知识库与引用: 系统必须支持 SOP、合同、SLA、手册和监管材料的版本、生效期、标签、权限、分段索引和引用位置。","V1.5","US-046","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-094;TEST-095","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-047","知识冲突与影响: 当知识版本冲突、过期或影响现有 Playbook/Agent 时，系统必须创建治理工作并阻断高风险建议，保留旧版本可审计。","V1.5","US-047","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-096","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-048","Agent/Skill 目录: 系统必须展示 Agent、Skill、Prompt、工具和模型路由的负责人、版本、作用域、风险级别和启停状态。","V1.5","US-048","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-097","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-049","评估集与质量门禁: 管理员必须能维护黄金案例、数据源 schema、评分器、基准运行和版本对比，未达到证据覆盖、动作正确性或成本门槛的版本不可发布。","V1.5","US-049","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-098;TEST-099","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-050","经营指标语义层: 系统必须统一订单、履约、准时率、空驶、利用率、维护停机、事故、成本和毛利的定义、粒度、时间口径和权限。","V2","US-050","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-100","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-051","根因分析: 用户必须能从 KPI 下钻至客户、线路、订单、车辆、司机、事件、维护和费用证据，并区分事实、相关性和推断。","V2","US-051","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-101","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-052","需求与容量预测: 系统必须支持按客户、区域、线路和日期预测订单量与运力需求，显示预测区间、数据新鲜度和人工调整记录。","V2","US-052","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-102","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-053","线路与客户盈利: 系统必须估算线路、客户和车辆维度的收入、直接成本、异常成本和服务成本，显示口径和不可分摊项。","V2","US-053","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-103","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-054","管理层日报: 系统必须生成可审阅的日/周经营简报，包含目标偏差、重要变化、风险、证据和建议动作，可导出受权限保护的版本。","V2","US-054","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-104","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-055","优化建议闭环: 系统必须将经营建议转为场景、任务或 Playbook，记录采纳、拒绝、实际结果和回溯指标。","V2","US-055","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-105","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-056","AI 使用与成本看板: 系统必须按租户、组织、Agent、模型、工具和业务域展示调用量、延迟、成本、失败、人工接管和收益指标。","V2","US-056","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-106;TEST-107;TEST-108","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-057","角色工作空间配置: 系统必须按角色提供可版本化的默认首页、导航顺序、字段密度、通知策略、AI 模式和允许动作；一人多角色切换必须显式、可审计，且不得扩大原有数据范围。","V1-B","US-057","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-109;TEST-110;TEST-111","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-058","经营驾驶舱: 物流老板必须能查看目标偏差、现金/毛利、客户集中度、资产利用、重大风险和改善任务结果；每个摘要必须带口径、时间、新鲜度并可下钻到有权限的证据。","V1-B","US-058","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-112;TEST-113;TEST-114","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-059","班次控制台: 车队长必须能按班次查看出勤司机、资格/工时、车辆就绪、维护占用、任务需求、现场事项和遗留工作，处理缺口后发布班次并发起交接。","V1-B","US-059","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-115;TEST-116;TEST-117","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-060","履约工作箱: 物流专员必须能在统一队列中按订单生命周期处理缺字段、客户确认、单证、回单、异常和结算阻塞；拆单/合单不得丢失原证据和未解决责任。","V1-B","US-060","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-118;TEST-119;TEST-120","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-061","调度排程板: 调度员必须能以时间轴为主、地图为证据、候选比较为操作面完成排程；选择车辆/司机时创建有期限的资源锁，发布前重新校验版本；批量发布部分失败不得重复成功项。","V1-B","US-061","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-121;TEST-122;TEST-123;TEST-124","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-062","业务交接: 系统必须提供 待接收/已接受/已退回/处理中/待复核/已完成/已超时 的交接状态，记录交出人、接收人、班次、作用域、遗留问题、SLA 和升级路径；代理关系必须有时间窗和原因。","V1-B","US-062","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-125;TEST-126;TEST-127","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-063","司机任务与站点: Driver Companion 必须向司机展示当前/下一任务、站点顺序、时窗、联系人、必要货物与安全要求，并支持接单、到场、离场和任务完成。","V1-B","US-063","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-128;TEST-129;TEST-130","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-064","司机异常、消息与回单: 司机必须能结构化上报延误、车辆、货物、安全和无法联系等异常，接收运营消息并提交照片/签名/备注等回单；所有记录关联任务、位置/时间和设备会话。","V1-B","US-064","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-131;TEST-132;TEST-133","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-065","司机离线命令: Driver Companion 必须在弱网/断网时本地排队允许的任务命令和附件引用，使用设备 ID、本地命令 ID 与幂等键补传；冲突、重复和超期命令必须向司机与运营显示结果。","V1-B","US-065","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-134;TEST-135;TEST-136","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-066","驾驶安全模式: 车辆处于运动状态时，Driver Companion 必须禁用文字输入、复杂表单和需要持续视觉关注的操作，只保留语音提示、外部导航、安全确认和紧急上报；无法可靠判断运动状态时采用可配置的保守策略。","V1-B","US-066","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-137;TEST-138;TEST-139","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-067","角色 AI 策略: 系统必须按角色限制默认 Agent 模式、可读上下文、可调用工具、输出结构和审批能力；司机端只提供任务范围内的只读/结构化 Copilot，不显示 Agent 控制台或高风险工具。","V1-B","US-067","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-140;TEST-141;TEST-142","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
